Neighborhood,Street,Address_1,Address_2,Intersection,From,To,Permittee,Contractor,Permit,Project_Category,Construction_Notes,Work_Schedule,ExpirationDate,Estimated_Completion_Date,Roadway_Plates_In_Use,Sidewalk_Plates_In_Use,Status,Trench_Length,Contact_Number,NumberOfWorkZones,District
ALLSTON/BRIGHTON,CHESTNUT HILL AV,325,375,,,,Extenet Systems,Commonwealth Construction,EXCA-1172030,SERVICE,INSTALLATION OF 2 HANDHOLES,Days & Weekends,Apr  2 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0208,1,04
ALLSTON/BRIGHTON,TREMONT ST,143,,,,,Boston Water & Sewer Commission,BWSC,EMER-0000000,EMERGENCY,HYDRANT REPAIR,Days & Weekends,Apr  3 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,04
ALLSTON BRIGHTON,COMMONWEALTH AV,,,BRIGHTON AV,,,Eversource Electric,Eversource Electric,EMER-0000000,EMERGENCY,CABLE REPAIR,Days & Weekends,Apr  7 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,HARVARD AV,,,,,,Eversource Electric,Mirra Co,EXCA-227466,SIDEWALK,SIDEWALK RESTORATION,Days & Weekends,Dec 31 2021 12:00AM,Dec 31 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,LAKE ST,234,,,,,National Grid,National Grid,EXCA-1178321,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May  7 2021 12:00AM,May  7 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON/BRIGHTON,HOBART ST,26,92,,,,National Grid,Feeney Brothers Excavation,EXCA-1128039,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May  6 2021 12:00AM,May  6 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,985,877-304-1203,1,04
ALLSTON/BRIGHTON,WARREN ST,77,,,,,Extenet Systems,Commonwealth Construction,EXCA-1178461,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0208,1,04
ALLSTON/BRIGHTON,MARKET ST,,,WASHINGTON ST,,,Eversource Electric,Eversource Electric,EMER-1178949,EMERGENCY,CABLE REPAIR,Days & Weekends,Apr 14 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,TREMONT,,,,,,Verizon,Anderson Excavation,EXCA-1174376,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Apr 27 2021 12:00AM,Apr 30 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,31,800-446-8946,1,04
ALLSTON/BRIGHTON,UNDINE RD,9,49,LAKE ST,,,National Grid,Feeney Brothers Excavation,EXCA-1122833,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN/IN PARKING LOT ON PRIVATE PROPERTY,Days & Weekends,Apr 29 2021 12:00AM,Jun  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,725,877-304-1203,1,04
ALLSTON/BRIGHTON,LAKE ST,30,36,,,,National Grid,Feeney Brothers Excavation,EXCA-1122832,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Apr 29 2021 12:00AM,Jun  1 2021 12:00AM,,,DOWN IN BINDER,120,877-304-1203,1,04
ALLSTON/BRIGHTON,WASHINGTON ST,85,140,,,,National Grid,Feeney Brothers Excavation,EXCA-1153519,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,9,,PLATES PINNED & BERMED,610,877-304-1203,1,04
ALLSTON/BRIGHTON,WASHINGTON ST,3,7,,,,J Marchese & Sons,Cavalieri Construction,EXCA-1137468,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER HYD DR CB FP 2 SEWE SERVICERS SEWER LINE,Days & Weekends,May 22 2021 12:00AM,May  1 2021 12:00AM,3,,PLATES PINNED & BERMED,130,617-389 5225,1,04
NORTH DORCHESTER,DORCHESTER AV,1110,,,BAY ST,SAVIN HILL AV,National Grid,Feeney Brothers Excavation,EXCA-1109743,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May  7 2021 12:00AM,May  1 2021 12:00AM,3,,PLATES PINNED & BERMED,625,877-304-1203,1,03
NORTH DORCHESTER,DORCHESTER AV,1281,,,,,Comcast,P V Barone,EMER-0000000,EMERGENCY,SINKHOLE REPAIR,Days & Weekends,Mar 11 2021 12:00AM,May  1 2021 12:00AM,1,,PLATES PINNED & BERMED,,857-919-9355,1,03
NORTH DORCHESTER,CLIFTON ST,0,,,,,National Grid,Feeney Brothers Excavation,EXCA-1123491,CAPITAL,GAS MAIN TIE IN,Days & Weekends,Apr  1 2021 12:00AM,May 27 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,BATCHELDER ST,,,EAST COTTAGE ST,,,National Grid,Feeney Brothers Excavation,EXCA-1158029,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / ENCROACHMENT,Days & Weekends,Apr  1 2021 12:00AM,May  1 2021 12:00AM,,,BACKFILL & PAVE,18,877-304-1203,1,03
NORTH DORCHESTER,BURRELL ST,1,31,,,,National Grid,Feeney Brothers Excavation,EXCA-1121224,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Apr 27 2021 12:00AM,Apr 30 2021 12:00AM,2,2,DOWN IN BINDER,495,877-304-1203,1,03
NORTH DORCHESTER,ALBION ST,1,99,,,,National Grid,Feeney Brothers Excavation,EXCA-1121207,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / SERVICES,Days & Weekends,May 29 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,510,877-304-1203,1,03
NORTH DORCHESTER,COLUMBIA RD,688,,,,,Eversource Electric,Mirra Co,EMER-000000,EMERGENCY,CABLE REPAIR,Days & Weekends,Apr  7 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,03
NORTH DORCHESTER,DUDLEY ST ,741,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1176044,EMERGENCY,LEAK ON SERVICE,Days & Weekends,Apr 13 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,03
NORTH DORCHESTER,EAST COTTAGE ST,65,,,,,National Grid,Feeney Brothers Excavation,EXCA-1142548,SERVICE,INSTALLATION OF GAS SERVICE,Days & Weekends,May  7 2021 12:00AM,May  7 2021 12:00AM,2,,PLATES PINNED & BERMED,,877-304-1203,1,03
NORTH DORCHESTER,BOSTON ST,,,MAYHEW ST,,,Eversource Electric,Eversource Electric,EMER-1178947,EMERGENCY,CABLE REPAIR,Days & Weekends,Apr 14 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,03
NORTH DORCHESTER,DORCHESTER AV,1534,,,,,National Grid,National Grid,EMER-1157255,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 15 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,NORWELL ST,239,,,,,Keash Excavating Inc,Keash Excavating Inc,EXCA-1158372,SERVICE,INSTALLATION OF WATER AND SEWER,Days & Weekends,Apr 30 2021 12:00AM,Apr 30 2021 12:00AM,0,,ONGOING SECTIONS TOPPED TO GRADE,,857-231-1171,1,03
NORTH DORCHESTER,SAVIN HILL AV,12,,,,,Verizon,Anderson,EXCA-1174343,NEW CONDUIT AND/OR MAIN,REPLACE CONDUIT,Days & Weekends,Apr 22 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,179,800-446-8946,1,03
NORTH DORCHESTER,DORIS ST,0,,,,,Lorusso Corp,Lorusso Corp,EXCA-1126400,CAPITAL,TRENCH REPAIR,Days & Weekends,May 16 2021 12:00AM,May 16 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-635-4000,1,03
NORTH DORCHESTER,MARSHFIELD ST,2,63,,,,National Grid,Feeney Brothers Excavation,EXCA-1134727,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jun 12 2021 12:00AM,Jun 12 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,872,877-304-1203,1,03
NORTH DORCHESTER,WAYLAND ST,92,,,,,Boston Water & Sewer Commission,Umbro & Sons Construction,EXCA-1047191,MAINTENANCE,CASTING REPAIRS,Days & Weekends,Nov 30 2021 12:00AM,Nov 30 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,03
NORTH DORCHESTER,COLUMBIA RD,516,,,,,Verizon,Danella Co,EXCA-1183191,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,May 19 2021 12:00AM,May 19 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-446-8946,1,03
NORTH DORCHESTER,PURITAN AV,19,,,,,Eversource Electric,Riley Brothers,EMER-1179345,EMERGENCY,MANHOLE OCCU,Days & Weekends,Apr 22 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,03
NORTH DORCHESTER,QUINCY ST,486,,,,,National Grid,National Grid,EMER-1157270,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 22 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,OAKLEY ST,0,,,,,Eversource Electric,Riley Brothers,EMER-1179335,EMERGENCY,CABLE REPAIR,Days & Weekends,Apr 20 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,03
NORTH DORCHESTER,WASHINGTON ST,530,,,,,National Grid,National Grid,EMER-1160729,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,COLUMBIA RD,151,,,,,Boston Water & Sewer Commission,BWSC,EMER-1176466,EMERGENCY,,Days & Weekends,Apr 26 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,03
NORTH DORCHESTER,BATCHELDER ST,57,,,,,National Grid,National Grid,EXCA-1182335,SERVICE,INSTALLATION OF GAS SERVICE,Days & Weekends,May 19 2021 12:00AM,May 19 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,HOWARD AVE,95,,,,,National Grid,National Grid,EMER-,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,,,2,,PLATES PINNED & BERMED,,877-304-1203,1,03
NORTH DORCHESTER,MT VERNON ST ,7,,,,,National Grid,National Grid,EMER-1160737,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,May  1 2021 12:00AM,,2,,PLATES PINNED & BERMED,,877-304-1120,1,03
NORTH DORCHESTER,ALPHA RD,24,,,,,Comcast,PV Barone,EMER-1064864,EMERGENCY,CABLE REPAIR,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919-9355,1,03
NORTH DORCHESTER,FOLSOM ST ,28,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1184883,EMERGENCY,Hydrant Repair,Days & Weekends,May  7 2021 12:00AM,,,,ONLY SIDEWALK,,617-989-7000,1,03
NORTH DORCHESTER,GENEVA AV,,,,,,National Grid,National Grid,EXCA-1180015,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,PLEASANT ST,,,,,,National Grid,National Grid,EXCA-1180486,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May 14 2021 12:00AM,May 13 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,HOWLAND ST,,,,,,National Grid,National Grid,EXCA-1170796,SERVICE,INSTALLATION OF GAS SERVICE,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,PLEASANT ST,98,,,,,National Grid,National Grid,EXCA-1180486,,LEAK REPAIR,Days & Weekends,May 14 2021 12:00AM,,,,ONGOING SECTIONS TOPPED TO GRADE,,,,03
NORTH DORCHESTER,DUDLEY ST,494,,,,,National Grid,Feeney Brothers Excavation,EXCA-,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,,,3,,PLATES PINNED & BERMED,,877-304-1203,1,03
NORTH DORCHESTER,EAST COTTAGE ST,16,,,,,Eversource Electric,Riley Brothers,EMER-1179352,EMERGENCY,EMERGENCY CABLE REPAIR,Days & Weekends,May  5 2021 12:00AM,May  5 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,03
NORTH DORCHESTER,EAST COTTAGE,16,,,,,Eversource Electric,riley bros,EMER-1179352,EMERGENCY,Emergency - Cable Repair,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,03
NORTH DORCHESTER,HOMES AV,131,,,,,Verizon,Danella,EXCA-1185643,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-446-8946,1,03
NORTH DORCHESTER,GENEVA AV,342,,,,,National Grid,National Grid,EXCA-1180015,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
JAMAICA PLAIN,CHESTNUT AV,,,GREEN ST,,,BWSC,Umbro & Sons,EXCA-1047189,MAINTENANCE,CASTING REPAIRS,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,,,,,617-989-7000,1,02
JAMAICA PLAIN,GREEN ST,65,,,CHESHIRE ST,CHESTNUT AV,Verizon,Danella,EXCA-1189751,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,Jun  5 2021 12:00AM,Jun  5 2021 12:00AM,,,SAW CUTS,270,800-446-8946,1,02
JAMAICA PLAIN,MCBRIDE ST,141,,,,,Boston Water & Sewer Commission,Umbro & Sons Construction,EXCA-1047189,MAINTENANCE,CASTING REPAIRS,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,,,,,617-989-7000,1,02
JAMAICA PLAIN,GREEN ST,194,,,,,Extenet Systems,NEECC,EXCA-1179549,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,4,,PLATES PINNED & BERMED,,617-438 0692,1,02
JAMAICA PLAIN,MOSS HILL RD,28,,,,,Boston Water & Sewer Commission,Umbro & Sons,EXCA-1047189,MAINTENANCE,CASTING REPAIRS,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,02
JAMAICA PLAIN,GREEN ST,197,,,,,C McGue,C McGue,EXCA-1172047,SERVICE,INSTALLATION OF FIRE SEWER DRAIN AND FIREPIPE,Days & Weekends,May 21 2021 12:00AM,May 21 2021 12:00AM,,,,,,1,02
JAMAICA PLAIN,ROCKWOOD ST,29,,,,,National Grid,Midway,EXCA-1133494,CAPITAL,INSTALLATION OF ENTRY PIT,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,4,,PLATES PINNED & BERMED,65,877-307-1203,1,02
JAMAICA PLAIN,CENTRE ST,662,,,,,Eversource Electric,Mirra Company Co.,EXCA-227466,MAINTENANCE,CASTING REPAIR,Days & Weekends,Dec 31 2021 12:00AM,Dec 31 2021 12:00AM,,,NO START,,978-758 0239,1,02
JAMAICA PLAIN,HOPKINS RD,2,,,,,National Grid,National Grid,EMER-1160722,EMERGENCY,GAS STOPPAGE,Days & Weekends,Apr 26 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,02
JAMAICA PLAIN,SCHOOL ST,127,,,,,National Grid,National Grid,EMER-1157266,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 20 2021 12:00AM,May  1 2021 12:00AM,,,NO START,,877-304-1203,1,02
JAMAICA PLAIN,SOUTH ST,,,MARTINWOOD ST,,,Boston Water & Sewer Commission,Umbro & Sons Construction,EXCA-1047185,MAINTENANCE,CASTING REPAIRS,Days & Weekends,Apr 23 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,02
JAMAICA PLAIN,BROOKSIDE AV,120,,,,,Eversource Electric,Sheerin Construction,EXCA-1179011,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,83,800-592-2000,1,02
JAMAICA PLAIN,PERKINS ST,32,,,,,National Grid,National Grid,EXCA-1175694,SERVICE,INSTALLATION OF GAS SERVICE,Days & Weekends,Apr 27 2021 12:00AM,Apr 30 2021 12:00AM,,,NO START,,877-304-1203,1,02
JAMAICA PLAIN,WILLIAMS ST,155,,,,,Boston Water & Sewer Commission,K & K Excavation,EXCA-1096971,CAPITAL,CONNECTION OF MAIN FROM FOREST HILL ST / ON HOLD,Days & Weekends,May  4 2021 12:00AM,May  4 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,25,617-989-7000,1,02
BOSTON PROPER,HIGH ST,10,125,,SUMMER ST,PEARL ST,Boston Water & Sewer Commission,RJV Construction Corp.,EXCA-1135146,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER MAIN / BYPASS,Nights,May 15 2021 12:00AM,May 15 2021 12:00AM,13,2,PLATES PINNED & BERMED,300,617-989-7000,1,01F
BOSTON PROPER,HIGH ST,172,208,,OLIVER ST,PURCHASE ST,Boston Water & Sewer Commission,RJV Construction Corp.,EXCA-1135146,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER & SEWER MAIN,Nights,May 15 2021 12:00AM,May 15 2021 12:00AM,3,,PLATES PINNED & BERMED,235,617-989-7000,1,01F
BOSTON PROPER,HIGH ST,190,,LEMAN PL,,,A Suffolk Engineering,A Suffolk Enginnering,EXCA-1172643,SERVICE,SEWER LATERAL REPAIR,Nights,Mar 28 2021 12:00AM,May  1 2021 12:00AM,3,,PLATES PINNED & BERMED,,617-593-4004,1,01F
BOSTON PROPER,TAI TUNG ST,,,HUDSON,,,Verizon,Danella Co,EXCA-1178911,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May  8 2021 12:00AM,May  8 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,24,800-446-8946,1,01F
BOSTON PROPER,HUDSON ST,88,,TAI TUNG,,,Verizon,Danella Co,EXCA-1179037,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May  8 2021 12:00AM,May  8 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,41,800-446-8946,1,01F
BOSTON PROPER,CONGRESS ST,50,,EXCHANGE PL,,,Boston Water & Sewer Commission,BWSC,EMER-0000000,MAINTENANCE,SERVICE REPAIR,Nights,Apr 10 2021 12:00AM,May  1 2021 12:00AM,3,,PLATES PINNED & BERMED,,617-989-7000,1,01F
BOSTON PROPER,WASHINGTON ST,425,,WINTER ST,,,Crown Castle,NEECC,EXCA-1179075,SERVICE,INSTALLATION OF NODE CABINET BASE AND CONDUIT,Weekends,May  9 2021 12:00AM,May  9 2021 12:00AM,,2,PLATES BERMED,,888-632-0931,1,01F
BOSTON PROPER,HUDSON ST,23,,,,,Comcast,Mirra Co,EXCA-1175349,SERVICE,CONDUIT REPLACEMENT,Days & Weekends,Apr 27 2021 12:00AM,Apr 27 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,60,857-919-9355,1,01F
BOSTON PROPER,NEW CHARDON ST,,,MERRIMAC ST,,,Eversource Electric,Riley Brothers,EMER-0000000,EMERGENCY,CABLE REPAIR,Days & Weekends,May  9 2021 12:00AM,May  9 2021 12:00AM,2,,PLATES PINNED & BERMED,,800-592-2000,1,01F
BOSTON PROPER,HARRISON AV,17,,,,,National Grid,National Grid,EXCA-1181746,MAINTENANCE,PATCH REPAIR,Days & Weekends,May 18 2021 12:00AM,May 18 2021 12:00AM,,,NO START,,877-304-1203,1,01F
BOSTON PROPER,CONGRESS ST,,,28 STATE ST,,,Eversource Electric,Mirra Co,EXCA-1165161,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT FOR CITY SIDEWALK SIGN,Weekends,May 18 2021 12:00AM,May 18 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,113,800-592-2000,1,01F
BOSTON PROPER,CONGRESS ST,,,HIGH ST,,,Verizon Wireless,Waveguide,EXCA-1178120,SERVICE,INSTALLATION OF CONDUIT & NODE/CHARLES CONTRACTING,Weekends,May  2 2021 12:00AM,May  2 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,28,800-852-2671,1,01F
BOSTON PROPER,MERRIMAC ST,0,,,,,J Derenzo,J Derenzo,EXCA-,NEW CONDUIT AND/OR MAIN,,Days & Weekends,May 16 2021 12:00AM,May 16 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,508-508 4879,1,01F
BOSTON PROPER,CONGRESS ST,1,,NEW SUDBURY,,,J. Derenzo Company,J. Derenzo Company,EXCA-1179567,SERVICE,INSTALLATION OF WATER AND SEWER / CUT AND CAP,Weekends,May 16 2021 12:00AM,May 16 2021 12:00AM,3,,PLATES PINNED & BERMED,,508-508 4879,1,01F
BOSTON PROPER,SCHOOL ST,40,60,,,,Comcast,Mirra Co,EXCA-1050155,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Weekends,May 16 2021 12:00AM,May 16 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,125,857-919-9355,1,01F
BOSTON PROPER,HUNTINGTON AV ,216,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1176472,EMERGENCY,CASTING REPAIR,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989 7000,1,01F
BOSTON PROPER,HARRISON AV,115,,KNEELAND ST,,,Verizon Wireless,Trek,EXCA-1183834,SERVICE,INSTALL FIBER & BASE,Days & Weekends,May 25 2021 12:00AM,May 25 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,51,800-852-2671,1,01F
BOSTON PROPER,CHARLES SOUTH,68,80,,,,Verizon Wireless,MPS,EXCA-1178600,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,May  9 2021 12:00AM,May  9 2021 12:00AM,1,,PLATES PINNED & BERMED,137,800-852-2671,1,01F
BOSTON PROPER,HUDSON ST,19,,,,,Eversource Electric,Eversource Electric,EXCA-1182010,SERVICE,SERVICE CONDUIT,Days & Weekends,May 20 2021 12:00AM,May 20 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01F
BOSTON PROPER,DEVONSHIRE ST,85,,WATER ST,,,National Grid,National Grid,EXCA-752535,NEW CONDUIT AND/OR MAIN,CORROSION WORK,Weekends,May 19 2021 12:00AM,May 19 2021 12:00AM,,,ON HOLD,,877-304-1203,1,01F
BOSTON PROPER,FRANKLIN ST,60,,HAWLEY ST,,,AA Will Corp,AA Will Corp,EXCA-1177576,SERVICE,TEST PITS X 4,Weekends,Jun  6 2021 12:00AM,Jun  6 2021 12:00AM,,,TEMP TO GRADE,,,1,01F
BOSTON PROPER,LINCOLN ST,200,,,,,Verizon Wireless,NEECC,EXCA-1178609,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,May 20 2021 12:00AM,May 20 2021 12:00AM,,,DOWN IN BINDER,95,617-438 0692,1,01F
BOSTON PROPER,FEDERAL ST,100,,FRANKLIN,,,Extenet,NEECC,EXCA-1182721,SERVICE,INSTALLATION OF DUAL HH,Days,May 27 2021 12:00AM,May 27 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-438 0692,1,01F
BOSTON PROPER,WASHINGTON ST,505,,TEMPLE PL,,,Extenet,NEECC,EXCA-1180460,SERVICE,INSTALLATION OF DUAL HH,Weekends,May 16 2021 12:00AM,May 16 2021 12:00AM,,,5/8 START,,617-438 0692,1,01F
BOSTON PROPER,STATE ST,28,,,,,Eversource Electric,Mirra Co,EXCA-1165160,SERVICE,INSTALLATION OF CONDUIT,Weekends,May 14 2021 12:00AM,May 14 2021 12:00AM,,,START 5/1,60,800-592-2000,1,01F
BOSTON PROPER,NEW SUDBURY ST,50,,,,,Boston Water & Sewer Commission,BWSC,EMER-1176477,EMERGENCY,LEAK REPAIR,Days & Weekends,Apr 30 2021 12:00AM,Apr 30 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01F
