Neighborhood,Street,Address_1,Address_2,Intersection,From,To,Permittee,Contractor,Permit,Project_Category,Construction_Notes,Work_Schedule,ExpirationDate,Estimated_Completion_Date,Roadway_Plates_In_Use,Sidewalk_Plates_In_Use,Status,Trench_Length,Contact_Number,NumberOfWorkZones,District
BOSTON PROPER,WINTER ST,15,,WASHINGTON ST,,,Eversource Electric,G Greene,EMER-1178951,EMERGENCY,CABLE REPAIR,Days & Weekends,May  1 2021 12:00AM,May 10 2021 12:00AM,3,,HARD WORK ZONE,,800-592-2000,1,01F
BOSTON PROPER,DEVONSHIRE ST,155,,,,,Verizon,Danella,EXCA-118278,MAINTENANCE,CASTING REPLACEMENT,Weekends,May 31 2021 12:00AM,May 31 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-446 8946,1,01F
BOSTON PROPER,FRANKLIN ST,149,,,,,BWSC,C Naughton,EMER-1184880,EMERGENCY,SEWER REPAIR,Days & Weekends,May  5 2021 12:00AM,May  5 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,01F
BOSTON PROPER,RIDGEWAY LN,21,,,,,Verizon,Danella,EXCA-1185859,MAINTENANCE,REPAIR CONDUIT,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,,,,1,01F
BOSTON PROPER,FRANKLIN ST,149,,,,,Boston Water & Sewer Commission,C Naughton Corp,EMER-1184880,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,May  5 2021 12:00AM,,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01F
BOSTON PROPER,WINTHROP SQ,10,,OTIS ST,,,Sean Farrell,Sean Farrell,EXCA-1126243,SERVICE,INSTALL WATER SERVICE / CUT AND CAP,Days & Weekends,May 15 2021 12:00AM,May 15 2021 12:00AM,3,,HARD WORK ZONE,,617-293 7660,1,01F
BOSTON PROPER,TREMONT ST,216,204,LAGRANGE,,,Crown Castle,Rosciti Construction,EXCA-1184278,SERVICE,INSTALLATION OF CONDUIT,Weekends,May 30 2021 12:00AM,May 30 2021 12:00AM,,,START 5/8,,857-919-9355,1,01F
BOSTON PROPER,SOUTH ST,,,,,,Boston Water & Sewer Commission,umbro,EXCA-117659,,WATER MAIN RELAY/ BYPASS/ SEWER,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,,,TEMP TO GRADE,350,,,01F
SOUTH END BACK BAY,HEMENWAY ST,100,,,,,Verizon,Danella,EXCA-1189572,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,Jun  5 2021 12:00AM,Jun  5 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01C
SOUTH END/BACK BAY,COLUMBUS AV,,,,,,Eversource Electric,Eversource Electric,EMER-0000000,EMERGENCY,Emergency - Cable Repair,Days & Weekends,May  5 2021 12:00AM,May  5 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,01C
SOUTH END/BACK BAY,WEST SPRINGFIELD,,,566 COLUMBUS AV,,,J Derenzo,J Derenzo,EXCA-1181192,SERVICE,SEWER LAT TIE IN,Days & Weekends,May 23 2021 12:00AM,May 23 2021 12:00AM,2,,HARD WORK ZONE,,,1,01C
SOUTH END/BACK BAY,EAST BERKELEY ST,266,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1176484,EMERGENCY,Water Main Repair (Leak on Main),Days & Weekends,May  5 2021 12:00AM,May  5 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,01C
SOUTH END/BACK BAY,NEWBURY ST,,,MASS AV,,,Extenet Systems,NEECC,EMER-0000000,EMERGENCY,CABLE REPAIR,Days & Weekends,Apr 30 2021 12:00AM,Apr 30 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0208,1,01C
SOUTH END/BACK BAY,EAST NEWTON ST,,,HARRISON AV,,,Boston Water & Sewer Commission,D'Allessandro,EXCA-1079816,NEW CONDUIT AND/OR MAIN,INSTALLATION OF SEWER AND DRAIN,Days & Weekends,May 21 2021 12:00AM,May 21 2021 12:00AM,8,,PLATES PINNED & BERMED,,617-989 7000,1,01C
SOUTH END/BACK BAY,COMMONWEALTH AV,35,,,,,Cavalieri Construction,Cavalieri Construction,EMER-0000000,EMERGENCY,FIREPIPE REPAIR,Days & Weekends,Apr 30 2021 12:00AM,Apr 30 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,508-508 4879,1,01C
SOUTH END/BACK BAY,HARRISON AV,530,,,,,Vicinity Energy Co,Vicinity Energy,EMER-1064059,EMERGENCY,STEAM LEAK REPAIR,Days & Weekends,Apr 30 2021 12:00AM,May 15 2021 12:00AM,1,,PLATES PINNED & BERMED,,617-482 8232,1,01C
SOUTH END/BACK BAY,WEST NEWTON ST ,116,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1176475,EMERGENCY,Control Locate (Leak on Service),Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,,,ONGOING AFTER HOURS,,617-989 7000,1,01C
SOUTH END/BACK BAY,E BERKELEY ST,,,VILLAGE CT,,,National Grid,National Grid,EXCA-1176774,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May  1 2021 12:00AM,May  1 2021 12:00AM,,,NO START,,877-304-1203,1,01C
SOUTH END/BACK BAY,WARREN ST,143,,,,,LVMJ,LVMJ,EXCA-1145726,SERVICE,INSTALLATION OF FIREPIPE / CUT AND CAP,Days & Weekends,May  4 2021 12:00AM,May  4 2021 12:00AM,,,TEMP TO GRADE,,617-719 1902,1,01C
SOUTH END/BACK BAY,WEST NEWTON ST,126,,,,,Vicinity Energy Co,Bond Brothers Inc.,EMER-1064058,EMERGENCY,STEAM LEAK REPAIR,Days & Weekends,May  4 2021 12:00AM,May  4 2021 12:00AM,2,,HARD WORK ZONE,,617-482 8232,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,,,,,,National Grid,National Grid,EMER-1160738,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,May  4 2021 12:00AM,May  4 2021 12:00AM,2,,PLATES PINNED & BERMED,,877-304-1203,1,01C
SOUTH END/BACK BAY,ESSEX ST,,,SURFACE HWY,,,"TC Systems, Inc. ",Waveguide Inc,EMER-1,EMERGENCY,Emergency - Service Outage,Days & Weekends,May  4 2021 12:00AM,May  4 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,1-339-927 40,1,01C
SOUTH END BACK BAY,MASS AV,,,NEWBURY ST,,,Extenet Systems,New England Electrical Con,EMER-000000,EMERGENCY,Service Outage,Days & Weekends,Apr 27 2021 12:00AM,Apr 27 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0208,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,777,,FAIRFIELD ST,,,National Grid,National Grid,EMER-1160731,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,3,,PLATES PINNED & BERMED,,877-304-1203,1,01C
SOUTH END/BACK BAY,DALTON ST,,,MASS AV,,,Crown Castle,Phoenix Communications Inc,EMER-1134125,EMERGENCY,Emergency - Service Outage,Days & Weekends,Apr 28 2021 12:00AM,,,,ONGOING SECTIONS TOPPED TO GRADE,,888-632 0931,1,01C
SOUTH END/BACK BAY,WEST NEWTON ST,126,,,,,Vicinity Energy Co,Bond Brothers Inc.,EMER-1064458,EMERGENCY,LEAK ON SERVICE / VENTING STACK,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,,,5/3 START,,617-482 8232,1,01C
SOUTH END/BACK BAY,TREMONT ST,725,,,,,National Grid,National Grid,EMER-1160728,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,NEWBURY ST,,,,,,Extenet Systems,New England Electrical Con,EMER-000000,EMERGENCY,CABLE REPAIR,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0208,1,01C
SOUTH END/BACK BAY,COMMONWEALTH AV,51,,,,,National Grid,National Grid,EXCA-1175653,MAINTENANCE,CORROSION WORK,Days & Weekends,Apr 27 2021 12:00AM,Apr 30 2021 12:00AM,3,,PLATES PINNED & BERMED,,877-304-1203,1,01C
SOUTH END/BACK BAY,TREMONT ST,548,,WALTHAM,,,National Grid,National Grid,EXCA-1180301,MAINTENANCE,GRADE 2 LEAK REPAIR,Days & Weekends,May 14 2021 12:00AM,May 14 2021 12:00AM,,,NO START,,877-304-1203,1,01C
SOUTH END/BACK BAY,TREMONT ST,775,,MASS AV,,,National Grid,National Grid,EXCA-1180316,MAINTENANCE,GRADE 2 LEAK REPAIR,Days & Weekends,May 14 2021 12:00AM,May 14 2021 12:00AM,,,NO START,,877-304-1203,1,01C
SOUTH END/BACK BAY,SHAWMUT AV,231,,DWIGHT ST,,,National Grid,National Grid,EMER-1157273,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 23 2021 12:00AM,May  1 2021 12:00AM,2,,PLATES PINNED & BERMED,,877-304-1203,1,01C
SOUTH END/BACK BAY,ST JAMES AV,100,,CLARENDON ST,,,Extenet,NEECC,EXCA-1181413,SERVICE,INSTALLATION OF HANDHOLE,Days & Weekends,May 21 2021 12:00AM,May 21 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0208,1,01C
SOUTH END/BACK BAY,COLUMBUS AV,566,,MASS AV,,,J. Derenzo Company,J. Derenzo Company,EXCA-1181192,CAPITAL,CUT & CAP X 2,Weekends,May 23 2021 12:00AM,May 23 2021 12:00AM,2,,PLATES PINNED & BERMED,,508-508 4879,1,01C
SOUTH END/BACK BAY,CONCORD SQ,37,,,,,National Grid,National Grid,EXCA-1179063,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May  1 2021 12:00AM,May  1 2021 12:00AM,,,NO START,,877-304-1203,1,01C
SOUTH END/BACK BAY,HARRISON AV,790,,,,,National Grid,National Grid,EMER-104914,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 13 2021 12:00AM,May 10 2021 12:00AM,2,,PLATES PINNED & BERMED,,877-304-1203,1,01C
SOUTH END/BACK BAY,HARRISON AV,530,,,,,National Grid,National Grid,EXCA-1155293,MAINTENANCE,GRADE 2 LEAK REPAIR,Days & Weekends,May  1 2021 12:00AM,May  1 2021 12:00AM,,,NO START,,877-304-1203,1,01C
SOUTH END/BACK BAY,BERKELEY ST,200,,ST JAMES ST,,,Verizon,Danella Co,EXCA-1177178,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT / MPS,Nights,May  5 2021 12:00AM,May  5 2021 12:00AM,,,DOWN IN BINDER,350,800-446-8946,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,885,,GLOUCESTER ST,,,Extenet Systems,NEECC,EXCA-1172679,SERVICE,INSTALLATION OF CONDUIT,Weekends,May  9 2021 12:00AM,May  9 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0208,1,01C
SOUTH END/BACK BAY,CHANDLER ST,67,,,,,National Grid,National Grid,EXCA-1175719,MAINTENANCE,GRADE 2 LEAK REPAIR,Days & Weekends,Apr 27 2021 12:00AM,May  5 2021 12:00AM,,,NO START,,877-304-1203,1,01C
SOUTH END/BACK BAY,BRADDOCK PK,0,,CARLETON ST,,,Verizon Wireless,New England Electrical Con,EXCA-1147292,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT / ON HOLD,Days & Weekends,Feb  2 2021 12:00AM,May 15 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,150,800-852-2671,1,01C
SOUTH END/BACK BAY,ALBANY ST,679,750,,EAST NEWTON ST,EAST CONCORD ST,National Grid,Feeney Brothers Excavation,EXCA-1084945,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May 18 2021 12:00AM,May 18 2021 12:00AM,7,,PLATES PINNED & BERMED,585,877-304-1203,1,01C
SOUTH END/BACK BAY,HARRISON AV,354,,,,,Verizon Wireless,NEECC,EXCA-1147313,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT AND CABINET,Days & Weekends,May 20 2021 12:00AM,May  1 2021 12:00AM,,2,PLATES BERMED,93,800-852-2671,1,01C
SOUTH END/BACK BAY,ALBANY ST,611,710,EAST NEWTON ST,,,National Grid,National Grid,EXCA-1096420,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / SERVICES,Days & Weekends,May  4 2021 12:00AM,May  4 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,600,877-304-1203,1,01C
SOUTH END/BACK BAY,NEWBURY ST,345,420,MASS PIKE RAMP,,,J. Derenzo Company,J. Derenzo Company,EXCA-1103596,SERVICE,INSTALLATION OF SEWER AND CONDUIT,Days & Weekends,May 15 2021 12:00AM,May 15 2021 12:00AM,,,HARD WORK ZONE,,508-509-4879,1,01C
SOUTH END/BACK BAY,ARLINGTON ST,,,,BOYLSTON ST,ST JAMES ST,MBTA,Middlesex,EXCA-1011792,CAPITAL,INSTALLATION OF DUCTBANK,Nights & Weekends,May 30 2021 12:00AM,May 30 2021 12:00AM,2,,HARD WORK ZONE,,978-339-3417,1,01C
NORTH END/BEACON HILL,DERNE ST,4,28,,HANCOCK ST,BOWDOIN ST,Boston Water & Sewer Commission,D'Allessandro Corp,EXCA-1044656,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER DRAIN AND BYPASS,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,2,,PLATES PINNED & BERMED,400,617-989-7000,1,01B
NORTH END/BEACON HILL,CAUSEWAY ST,,,PORTLAND,,,MBTA,McCourt Construction,EXCA-965160,CAPITAL,INSTALLATION OF TRANSMISSION LINE / MANHOLE RECON,Days & Weekends,May  8 2021 12:00AM,May  8 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-222-5546,1,01B
NORTH END/BEACON HILL,BOWDOIN ST,,,DERNE ST,,,Boston Water & Sewer Commission,D'Allessandro Corp,EXCA-1079157,NEW CONDUIT AND/OR MAIN,INSTALLATION OF DRAIN RELAY & MH,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,3,,PLATES PINNED & BERMED,1100,617-989-7000,1,01B
NORTH END/BEACON HILL,FULTON ST,84,185,,RICHMOND ST,LEWIS ST,National Grid,Feeney Brothers Excavation,EXCA-1094006,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May  1 2021 12:00AM,May  1 2021 12:00AM,,,DOWN IN BINDER,485,877-304-1203,1,01B
NORTH END/BEACON HILL,IRVING ST,6,58,,CAMBRIDGE ST,REVERE ST,National Grid,Feeney Brothers Excavation,EXCA-1128616,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / TEST PITS,Days & Weekends,May  1 2021 12:00AM,May  1 2021 12:00AM,5,,PLATES PINNED & BERMED,517,877-304-1203,1,01B
NORTH END/BEACON HILL,TEMPLE ST,4,60,,DERNE ST,CAMBRIDGE ST,National Grid,Feeney Brothers Excavation,EXCA-1172867,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / SERVICES,Days & Weekends,May 17 2021 12:00AM,May 17 2021 12:00AM,7,,PLATES PINNED & BERMED,575,877-304-1203,1,01B
NORTH END/BEACON HILL,REVERE ST,,,,IRVING,GARDEN,National Grid,Feeney Brothers Excavation,EXCA-1132653,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN AND TIE IN,Days & Weekends,May  9 2021 12:00AM,May  9 2021 12:00AM,2,,PLATES PINNED & BERMED,125,877-304-1203,1,01B
NORTH END/BEACON HILL,BLOSSOM ST,16,,CAMBRIDGE,,,Verizon Wireless,NEECC,EXCA-1058983,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Weekends,May  9 2021 12:00AM,May  9 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,167,800-852-2671,1,01B
NORTH END/BEACON HILL,FRIEND ST,232,,,,,Eversource Electric,Mirra Co,EXCA-1182097,SERVICE,INSTALLATION OF SERVICE CONDUIT,Days & Weekends,May 20 2021 12:00AM,May 20 2021 12:00AM,5,,PLATES PINNED & BERMED,,800-592-2000,1,01B
NORTH END/BEACON HILL,HANCOCK ST,5,75,,CAMBRIDGE,MT VERNON,Boston Water & Sewer Commission,D'Allessandro Corp,EXCA-1178655,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER AND DRAIN,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,,15,PLATES BERMED,1250,617-989-7000,1,01B
NORTH END/BEACON HILL,CHARLES ST,69,75,,,,National Grid,National Grid,EXCA-1180864,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May 15 2021 12:00AM,May 15 2021 12:00AM,2,,PLATES PINNED & BERMED,34,877-304-1203,1,01B
NORTH END/BEACON HILL,MT VERNON ST,31,39,,HANCOCK ST,JOY ST,Boston Water & Sewer Commission,D'Allessandro Corp,EXCA-1178657,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER MAIN,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,,,SAWCUTS,150,617-989-7000,1,01B
NORTH END/BEACON HILL,ENDICOTT ST,149,,,,,CAMDELE,CAMDELE,EMER-,EMERGENCY,SEWER REPAIR,Days & Weekends,Apr 23 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01B
NORTH END/BEACON HILL,HANOVER AV,,,,,,Crown Castle,Maverick Construction,EXCA-1179814,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 17 2021 12:00AM,May 17 2021 12:00AM,,,NO START,25,888-632-0931,1,01B
NORTH END/BEACON HILL,NORTH MARGIN ST,41,,,,,Metro Equipment,Kealey Excavation,EXCA-1179053,SERVICE,CUT & CAP (2)/NEW SEWER AND FIRPIPE AND WATER,Days & Weekends,Apr 29 2021 12:00AM,May 10 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01B
NORTH END/BEACON HILL,NORTH WASHINGTON ST,111,,THATCHER,,,National Grid,National Grid,EXCA-1184488,MAINTENANCE,CORROSION WORK,Days & Weekends,May 30 2021 12:00AM,May 30 2021 12:00AM,,,NO START,,877-304-1203,1,01B
NORTH END/BEACON HILL,SOMERSET ST,0,,ASHBURTON PL,,,Comcast,PV Barone,EXCA-1184513,MAINTENANCE,INSTALL OF CONDUIT CONDUIT @ COURTHOUSE,Days & Weekends,May 22 2021 12:00AM,May 22 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919-9355,1,01B
NORTH END/BEACON HILL,GROVE ST,49,,,,,Verizon,Danella,EXCA-1172863,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,NO START,187,800-446 8946,1,01B
NORTH END/BEACON HILL,GROVE ST,49,,REVERE,,,Verizon,Danella,EXCA-1172863,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,5/10 START,187,800-446 8946,1,01B
NORTH END/BEACON HILL,CAMBRIDGE ST,272,,ANDERSON,,,Verizon,Danella,EXCA-1185785,MAINTENANCE,INSTALL CONDUIT,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,START 5/4,,800-446 8946,1,01B
NORTH END/BEACON HILL,CAMBRIDGE ST,242,,GARDEN,,,Verizon,Danella,EXCA-1185700,SERVICE,INSTALL CONDUIT,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,SAW CUTS,25,800-446 8946,1,01B
NORTH END/BEACON HILL,COMMERCIAL ST,4,,,,,Verizon,Danella,EXCA-1185841,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,NO START,56,800-446 8946,1,01B
NORTH END/BEACON HILL,RIDGEWAY LN,21,,,,,Verizon,Danella,EXCA-1185859,MAINTENANCE,REPLACE CONDUIT,Days & Weekends,,,,,START 5/10,,800-446-8946,1,01B
NORTH END/BEACON HILL,PRINCE ST,97,,THATCHER ST,,,National Grid,National Grid,EMER-1160740,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,May  5 2021 12:00AM,May  5 2021 12:00AM,3,,ONGOING AFTER HOURS,,877-304-1203,1,01B
NORTH END/BEACON HILL,GARDEN ST,1,19,CAMBRIDGE ST,,,Verizon,Danella,EXCA-1185703,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,SAW CUTS,125,800-446-8946,1,01B
CHARLESTOWN,MAIN ST,313,,,,,National Grid,National Grid,EMER-1160741,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May  6 2021 12:00AM,May  6 2021 12:00AM,,,DOWN IN BINDER,,877-304-1203,1,01A
CHARLESTOWN,CAMBRIDGE ST,32,,,SPICE ST,MAFFA WY,National Grid,National Grid,EMER-1160739,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May  4 2021 12:00AM,May  4 2021 12:00AM,2,,PLATES PINNED & BERMED,,877-304-1203,1,01A
CHARLESTOWN,CAMBRIDGE ST,,,93 OFF RAMP,,,National Grid,National Grid,EMER-1160735,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,May  3 2021 12:00AM,May  3 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01A
CHARLESTOWN,ALFORD ST,66,,,,,Everosurce Electric,Sheerin Construction,EMER-1179371,EMERGENCY,MH REPAIR,Days & Weekends,Apr 30 2021 12:00AM,Apr 30 2021 12:00AM,,2,MEDIAN PLATE,,617-989-7000,1,01A
CHARLESTOWN,HIGH ST,129,,CARLY PL,,,National Grid,National Grid,EXCA-1122948,MAINTENANCE,CORROSION WORK,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,1,,PLATES PINNED & BERMED,,877-304-1203,1,01A
CHARLESTOWN,CAMBRIDGE ST,55,,,,,National Grid,National Grid,EMER-1160733,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 30 2021 12:00AM,Apr 30 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01A
CHARLESTOWN,DORRANCE ST,10,,,ARLINGTON AV,MAIN ST,Comcast,Mirra Co,EXCA-1185276,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT AND 2 MANHOLES,Days & Weekends,May 29 2021 12:00AM,May 29 2021 12:00AM,,,DOWN IN BINDER,150,857-919-9355,1,01A
CHARLESTOWN,RUTHERFORD AV,500,,HOOD PK,,,AJ Welch,AJ Welch,EXCA-1123938,SERVICE,CUT AND CAP,Days & Weekends,May 15 2021 12:00AM,May 15 2021 12:00AM,2,,PLATES PINNED & BERMED,,617-590 7035,1,01A
CHARLESTOWN,CAMBRIDGE ST,,,SPICE ST,,,National Grid,National Grid,EMER-1160726,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01A
CHARLESTOWN,RUTHERFORD AV,437,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1176473,EMERGENCY,SEWER REPAIR,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989 7000,1,01A
CHARLESTOWN,CONSTITUTION,,,WARREN,,,Crown Castle,Phoenix Communications,EXCA-1179473,NEW CONDUIT AND/OR MAIN,INSTALLATION OF MICROTRENCH CONDUIT AND HANDHOLE,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,,,TEMP TO GRADE,208,888-632-0931,1,01A
CHARLESTOWN,MEDFORD ST,90,,,,,National Grid,National Grid,EXCA-1180523,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May 14 2021 12:00AM,May 14 2021 12:00AM,,,NO START,,877-304-1203,1,01A
CHARLESTOWN,ARLINGTON AV,,,,ALFORD ST,DORRANCE ST,Comcast,Mirra Co,EXCA-1180659,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT AND 2 MANHOLES,Days & Weekends,May 18 2021 12:00AM,May 18 2021 12:00AM,,,DOWN IN BINDER,500,857-919-9355,1,01A
CHARLESTOWN,PEARL ST,67,,,,,National Grid,National Grid,EXCA-1178281,SERVICE,GAS SERVICE RELAY,Days & Weekends,May  7 2021 12:00AM,May  7 2021 12:00AM,,,NO START,,877-304-1203,1,01A
CHARLESTOWN,PEARL ST,30,,,,,National Grid,National Grid,EXCA-1177804,SERVICE,CORROSION WORK,Days & Weekends,May  6 2021 12:00AM,May  6 2021 12:00AM,,,NO START,,877-304-1203,1,01A
CHARLESTOWN,WINTHROP ST,9,,,,,National Grid,National Grid,EXCA-1128069,MAINTENANCE,CORROSION WORK,Days & Weekends,May 20 2021 12:00AM,May 20 2021 12:00AM,,,NO START,,877-304-1203,1,01A
CHARLESTOWN,MEDFORD ST,320,,ALLSTON,,,National Grid,National Grid,EXCA-1182180,MAINTENANCE,CORROSION WORK,Days & Weekends,May 20 2021 12:00AM,May 20 2021 12:00AM,,,NO START,,877-304-1203,1,01A
CHARLESTOWN,CAMBRIDGE ST,,,I 93 off RAMP,,,National Grid,National Grid,EXCA-1178309,EMERGENCY,GAS LEAK REPAIR / FEENEY PLATES,Nights,May 15 2021 12:00AM,May 15 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01A
